category	paragraph_1	paragraph_2	len_pargraph_1	is_plagiarism	plagiarism_type	cleaned_paragraph_1	cleaned_paragraph_2
geography	Kawasan Etiophia, meliputi Afrika sebelah selatan Gurun Sahara dan Madagaskar. Kawasan Oriental, meliputi India, Srilanka, Indocina, Malaysia, dan Indonesia bagian barat	Geostrategi, turunan dari geopolitik, adalah jenis kebijakan luar negeri yang dipandu oleh faktor geografi. Faktor-faktor ini melengkapi, menghambat, atau memengaruhi perencanaan politik dan militer	2	False	non-plagiarism	kawasan etiophia liput afrika belah selatan gurun sahara madagaskar kawasan oriental liput india srilanka indocina malaysia barat	geostrategi turun geopolitik jenis bijak negeri pandu faktor faktor lengkap hambat pengaruh rencana politik militer
chemistry	Medan magnet yang dihasilkan oleh suatu atom (disebut momen magnetik) ditentukan oleh kombinasi berbagai macam momentum sudut ini. Namun, kontribusi yang terbesar tetap berasal dari spin. Oleh karena elektron mematuhi asas pengecualian Pauli, yakni tiada dua elektron yang dapat ditemukan pada keadaan kuantum yang sama, pasangan elektron yang terikat satu sama lainnya memiliki spin yang berlawanan, dengan satu berspin naik, dan yang satunya lagi berspin turun. Kedua spin yang berlawanan ini akan saling menetralkan, sehingga momen dipol magnetik totalnya menjadi nol pada beberapa atom berjumlah elektron genap.	Entalpi disosiasi dimer tersebut diperkirakan 65,0–66,0 kJ/mol, entropi disosiasi sekitar 154–157 J mol−1 K−1. Sifat dimerisasi ini juga dimiliki oleh asam karboksilat sederhana lainnya.	4	False	non-plagiarism	medan magnet hasil momen magnetik kombinasi momentum sudut kontribusi spin patuh asas kecuali paul tiada temu kuantum pasang ikat milik spin lawan berspin berspin turun spin lawan netral momen pol magnetik total nol genap	entalpi disosiasi dimer 65 066 0 kj mol entropi disosiasi 154157 j mol1 k1 sifat dimer milik karboksilat sederhana
covid19	Pemerintah misalnya perlu menginisiasi agar pasar tradisional terdigitalisasi. Tentu ini bukan program dengan orientasi jangka pendek tetapi jangka menengah dan panjang. Sebab pandemi Covid-19 dapat berlangsung dalam waktu lama bila cara penanganannya adalah business as usual (BAU).	Pada hari terakhir minggu pertama Januari (7/1) misalnya, jumlah penduduk yang dikonfirmasi positif Covid-19 bertambah sebanyak 9.321 orang. Ini adalah rekor tertinggi kasus harian Indonesia sepanjang 10 bulan pandemi. Ini juga mengindikasikan situasi Covid-19 nasional sedang mengarah pada kondisi 10 ribu kasus konfirmasi per hari ke depannya.	3	False	non-plagiarism	perintah inisiasi pasar tradisional digitalisasi program orientasi jangka pendek jangka covid-19 tangan business as usual bau	januari 7 1 konfirmasi positif covid-19 9 321 orang rekor 10 indikasi situasi covid-19 nasional arah kondisi 10 ribu konfirmasi
environment	Hasil akhirnya adalah bahwa pompa panas biasanya menggunakan empat kali lebih sedikit energi listrik untuk memberikan jumlah yang setara dengan panas dari listrik langsung pemanas tidak. Keuntungan lain dari sebuah pompa panas sumber tanah adalah bahwa hal itu dapat dibalik di musim panas dan beroperasi untuk mendinginkan udara dengan mentransfer panas dari bangunan ke tanah	Hasil akhirnya adalah bahwa pompa panas biasanya menggunakan energi listrik empat kali lebih sedikit untuk memberikan jumlah yang setara dengan panas listrik langsung pemanas tidak. Keuntungan lain dari pompa panas sumber panas adalah bahwa itu dapat dibalik di musim panas dan beroperasi untuk mendinginkan udara dengan mentransfer panas dari gedung ke tanah 	2	True	paraphrase	hasil pompa panas kali tara panas langsung panas untung pompa panas sumber tanah musim panas operasi dingin udara transfer panas bangun tanah	hasil pompa panas kali tara panas langsung panas untung pompa panas sumber panas musim panas operasi dingin udara transfer panas gedung tanah
biology	Sebuah laporan pada 2019 mengungkapkan bahwa lebah dan serangga penyerbuk lainnya telah dihilangkan dari hampir seperempat habitat mereka di Britania Raya. Kecelakaan populasi telah terjadi sejak 1980-an dan memengaruhi keanekaragaman hayati. Peningkatan pertanian industri dan penggunaan pestisida, yang dikombinasikan dengan penyakit, spesies invasif, dan perubahan iklim, mengancam masa depan serangga ini dan pertanian yang mereka dukung.	Sebuah laporan pada tahun 2019 mengungkapkan bahwa lebah dan serangga serbukwa lainnya dihilangkan dari hampir seperempat habitat mereka di Inggris. Kecelakaan populasi telah terjadi sejak 1980-an dan memengaruhi keanekaragaman hayati. Peningkatan pertanian industri dan penggunaan pestisida, yang dikombinasikan dengan penyakit, spesies invasif, dan perubahan iklim, mengancam masa depan serangga dan pertanian yang mereka dukung. 	3	True	paraphrase	lapor 2019 lebah serangga serbuk hilang habitat britania raya celaka populasi 1980-an pengaruh tingkat tani industri pestisida kombinasi sakit invasif ubah iklim ancam serangga tani dukung	lapor 2019 lebah serangga serbukwa hilang habitat inggris celaka populasi 1980-an pengaruh tingkat tani industri pestisida kombinasi sakit invasif ubah iklim ancam serangga tani dukung 
chemistry	2 H. Asam asetat pekat (disebut asam asetat glasial) adalah cairan higroskopis tak berwarna, dan memiliki titik beku 16,7°C	2 H Asam asetat bergelintin ( disebut asam asetat glasial ) ialah larutan higroskopis tidak berona beserta memiliki bercak pejal 16 7°C	2	True	structural change	2 h pekat glasial cair higroskopis warna milik titik beku 16 7c	2 h gelintin glasial larut higroskopis rona milik bercak pejal 16 7c
technology	Pemisahan kelas terlihat pada perlengkapan kapal, toilet Kelas Tiga terbuat dari besi, sementara Kelas Dua porselen dan Kelas Satu marmer.	Karena regulasi keamanan laut yang sudah kuno, Titanic hanya mengangkut sekoci yang hanya mampu menampung 1.178 penumpang – sepertiga dari total penumpang dan awak kapalnya.	1	False	non-plagiarism	pisah lengkap toilet besi porselen marmer	regulasi aman kuno angkut sekoci tampung 1 178 total awak
biology	Paus terpanjang yang pernah ditemukan di Pasifik Utara adalah seekor betina sepanjang 27,1 meter (89 ft) yang ditangkap oleh pemburu Jepang pada tahun 1959, sementara yang terpanjang di Atlantik Utara merupakan seekor betina dengan panjang 28,1 meter (92 ft) yang tertangkap di Selat Davis.	"""Pada tahun 2016, hipotesis alternatif (""""keanekaragaman hayati fraktal"""") diusulkan untuk menjelaskan gradien lintang keanekaragaman hayati. Dalam studi ini, ukuran kumpulan spesies dan sifat fraktal ekosistem digabungkan untuk memperjelas beberapa pola umum gradien ini. Hipotesis ini mempertimbangkan suhu, kelembaban, dan produksi primer bersih (NPP) sebagai variabel utama ceruk ekosistem dan sebagai poros dari hipervolume ekologis. Dengan cara ini, dimungkinkan untuk membangun hipervolume fraktal, yang dimensi fraktalnya naik menjadi tiga, yang bergerak ke arah khatulistiwa."""	1	False	non-plagiarism	temu pasifik utara ekor betina 27 1 meter 89 ft tangkap buru jepang 1959 atlantik utara ekor betina 28 1 meter 92 ft tangkap selat davis	2016 hipotesis alternatif fraktal usul gradien lintang studi ukur kumpul sifat fraktal ekosistem gabung pola gradien hipotesis timbang suhu kelembaban produksi primer bersih npp variabel utama ceruk ekosistem poros hipervolume ekologis bangun hipervolume fraktal dimensi fraktalnya gerak arah khatulistiwa
environment	Tumbuhan biasanya menggunakan fotosintesis untuk menyimpan tenaga surya, udara, dan CO 2 . Bahan bakar bio (biofuel) adalah bahan bakar yang diperoleh dari biomassa - organisme atau produk dari metabolisme hewan, seperti kotoran dari sapi dan sebagainya. Ini juga merupakan salah satu sumber energi terbaharui. Biasanya biomass dibakar untuk melepas energi kimia yang tersimpan di dalamnya, pengecualian ketika biofuel digunakan untuk bahan bakar fuel cell (misal direct methanol fuel cell dan direct ethanol fuel cell).	Kayu adalah bahan bakar biomassa paling tua dalam sejarah manusia, yang digunakan sebagai sumber energi panas lewat pembakaran, bahkan hingga kini masih digunakan. Kayu bakar digunakan saat memasak dan menghangatkan ruangan sehingga manusia dapat bertahan di cuaca dingin	4	False	non-plagiarism	tumbuh fotosintesis simpan tenaga surya udara co 2 bahan bakar bio biofuel bahan bakar biomassa - organisme produk metabolisme hewan kotor sapi salah sumber baharu biomass bakar lepas kimia simpan kecuali biofuel bahan bakar fuel cell direct methanol fuel cell direct ethanol fuel cell	kayu bahan bakar biomassa tua sejarah manusia sumber panas bakar kayu bakar masak hangat ruang manusia tahan cuaca dingin
chemistry	"""Istilah """"biokimia"""" sendiri berasal dari gabungan antara biologi dan kimia. Pada tahun 1877, Felix Hoppe-Seyler menggunakan istilah ini (biochemie dalam bahasa Jerman) sebagai sinonim untuk kimia fisiologis dalam kata pengantar untuk edisi pertama Zeitschrift für Physiologische Chemie (Jurnal Kimia Fisiologis) ketika ia menyarankan untuk mendirikan lembaga yang didedikasikan untuk bidang studi ini. Ahli kimia Jerman Carl Neuberg sering dikutip bahwa telah menciptakan kata tersebut pada tahun 1903, sementara beberapa orang lain mengkreditkannya ke Franz Hofmeister."""	Asam nukleat merupakan makromolekul biokimia yang kompleks dan memiliki berat molekul tinggi, yang dapat menyampaikan informasi genetik di semua sel hidup dan virus. Penamaan asam nukleat diberikan karena awalnya ditemukan di nukleus (meskipun juga ditemukan di mitokondria dan kloroplas). Monomernya disebut nukleotida dan masing-masing terdiri dari tiga komponen: basa heterosiklik nitrogen (baik purin ataupun pirimidin), gula pentosa (gula dengan lima atom karbon), dan gugus fosfat.	3	False	non-plagiarism	istilah biokimia gabung biologi kimia 1877 felix hoppe-seyler istilah biochemie bahasa jerman sinonim kimia fisiologis edisi zeitschrift fr physiologische chemie jurnal kimia fisiologis saran lembaga dedikasi bidang studi ahli kimia jerman carl neuberg kutip cipta 1903 orang kredit franz hofmeister	nukleat makromolekul biokimia kompleks milik berat molekul informasi genetik sel hidup nama nukleat temu nukleus temu mitokondria kloroplas monomer nukleotida komponen basa heterosiklik nitrogen purin pirimidin gula pentosa gula gugus fosfat
economy	Dalam konteks negara, kegiatan ekonomi merupakan wujud pengaturan dan pelayanan urusan rakyat. Sebab inilah tugas umum negara. Adapun untuk merealisasikannya, negara menerapkan Syariah Islam baik dalam urusan ekonomi di dalam negeri maupun di luar negeri.	Dalam kerangka negara aksi ekonomi membentuk niat sistematika dengan servis urusan orang Sebab inilah kewajiban umum daerah Adapun bagi merealisasikannya desa menerapkan Syariah Islam bagus ketika acara perdagangan di dalam kandang maupun di luar bumi 	3	True	structural change	konteks giat wujud atur layan urus rakyat tugas realisasi terap syariah islam urus negeri negeri	kerangka aksi bentuk niat sistematika servis urus orang wajib daerah realisasi desa terap syariah islam bagus acara dagang kandang bumi
covid19	Pada akhirnya pemerintah secara resmi mengakui adanya penduduk Indonesia yang terinfeksi virus Corona pada 2 Maret. Namun terjadi tarik ulur yang berkepanjangan soal penerapan Undang-Undang Nomor 6 Tahun 2018 tentang Kekarantinaan Kesehatan untuk pencegahan penularan dan penyebaran virus Corona. Pemerintah Pusat mengambil langkah tidak menerapkan UU Kekarantinaan Kesehatan dan memilih kebijakan Pembatasan Sosial Berskala Besar atau PSBB yang diterapkan pertama kali di DKI Jakarta mulai 10 April 2020.	Pada akhirnya pemerintah secara resmi mengakui adanya penduduk Indonesia yang terinfeksi virus Corona pada 2 Maret. Namun terjadi tarik ulur yang berkepanjangan soal penerapan Undang-Undang Nomor 6 Tahun 2018 tentang Kekarantinaan Kesehatan untuk pencegahan penularan dan penyebaran virus Corona. Pemerintah Pusat mengambil langkah tidak menerapkan UU Kekarantinaan Kesehatan dan memilih kebijakan Pembatasan Sosial Berskala Besar atau PSBB yang diterapkan pertama kali di DKI Jakarta mulai 10 April 2020.	3	True	literal	perintah resmi infeksi corona 2 maret tarik ulur terap undang nomor 6 2018 karantina cegah tular sebar corona perintah pusat ambil langkah terap uu karantina pilih bijak batas sosial skala psbb terap kali dki jakarta 10 april 2020	perintah resmi infeksi corona 2 maret tarik ulur terap undang nomor 6 2018 karantina cegah tular sebar corona perintah pusat ambil langkah terap uu karantina pilih bijak batas sosial skala psbb terap kali dki jakarta 10 april 2020
technology	disimbolkan dengan huruf besar, misalnya, S, A, dll. Kuantitas beragam (angka) dalam sebuah lokasi ditulis dengan huruf kecil dan (biasanya) dihubungkan dengan nama lokasi. Sebagai contohnya, lokasi L pada awal bisa mengandung angka l = 3009.	"""Walaupun algorism-nya al-Khawarizmi dirujuk sebagai aturan-aturan melakukan aritmetika menggunakan bilangan Hindu-Arab dan solusi sistematis dan persamaan kuadrat, sebagian formalisasi yang nantinya menjadi algoritme modern dimulai dengan usaha untuk memecahkan permasalahan keputusan (Entscheidungsproblem) yang diajukan oleh David Hilbert pada tahun 1928. Formalisasi selanjutnya dilihat sebagai usaha untuk menentukan """"penghitungan efektif""""  atau """"metode efektif"""";  formalisasi tersebut mengikutkan Godel-Herbrand-Kleene fungsi rekursif-nya Kurt Godel - Jacques Herbrand - Stephen Cole Kleene pada tahun 1930, 1934, dan 1935, kalkulus lambda-nya Alonzo Church pada tahun 1936, """"Formulasi 1""""-nya Emil Post pada tahun 1936, dan Mesin Turing-nya Alan Turing pada tahun 1936-7 dan 1939. Dari definisi formal dari algoritme di atas, berkaitan dengan konsep intuituf, masih tetap ada masalah yang menantang. """	3	False	non-plagiarism	simbol huruf s a dll kuantitas agam angka lokasi tulis huruf hubung nama lokasi contoh lokasi l kandung angka l 3009	algorism-nya al-khawarizmi rujuk atur aritmetika bilang hindu-arab solusi sistematis kuadrat formal modern usaha pecah putus entscheidungsproblem aju david hilbert 1928 formal usaha hitung efektif metode efektif formal godel-herbrand-kleene fungsi rekursif-nya kurt godel - jacques herbrand - stephen cole kleene 1930 1934 1935 kalkulus lambda alonzo church 1936 formulasi 1 -nya emil post 1936 mesin turing-nya alan turing 1936-7 1939 definisi formal kait konsep intuituf tantang 
biology	Penghilangan spesies eksotik akan memungkinkan spesies yang telah terdampak negatif oleh mereka untuk memulihkan relung ekologinya kembali. Spesies eksotik yang telah menjadi hama dapat diidentifikasi secara taksonomi (misalnya dengan Sistem Identifikasi Otomatis Digital , dengan menggunakan kode batang kehidupan). Secara praktis, penghilangan hanya dilakukan pada kelompok individu besar karena pertimbangan biaya ekonomi.	Menurut penelitian Mora dan rekannya, jumlah spesies darat diperkirakan sekitar 8,7 juta, sementara jumlah spesies laut jauh lebih rendah, diperkirakan 2,2 juta. Para penulis menyampaikan bahwa perkiraan ini paling diyakini untuk organisme eukariota dan kemungkinan mewakili batas bawah keanekaragaman prokariota. Perkiraan lain termasuk:	3	False	non-plagiarism	hilang eksotik dampak negatif pulih relung ekologi eksotik hama identifikasi taksonomi sistem identifikasi otomatis digital kode batang hidup praktis hilang kelompok individu timbang biaya	teliti mora rekan darat 8 7 juta rendah 2 2 juta tulis organisme eukariota wakil batas prokariota 
chemistry	Muatan positif ion helium yang melewati inti padat ini haruslah dipantulkan dengan sudut pantulan yang lebih tajam. Pada tahun 1913, ketika bereksperimen dengan hasil proses peluruhan radioaktif, Frederick Soddy menemukan bahwa terdapat lebih dari satu jenis atom pada setiap posisi tabel periodik	Pada tahun 1913, ketika bereksperimen dengan hasil proses peluruhan radioaktif, Frederick Soddy menemukan bahwa terdapat lebih dari satu jenis atom pada setiap posisi tabel periodik	2	True	partial literal	muat positif ion helium inti padat pantul sudut pantul tajam 1913 eksperimen hasil proses peluruh radioaktif frederick soddy temu jenis posisi tabel periodik	1913 eksperimen hasil proses peluruh radioaktif frederick soddy temu jenis posisi tabel periodik
covid19	Strategi ekonomi pemerintah pada masa pandemi tampaknya berhasil menahan kontraksi ekonomi yang lebih dalam. Hanya saja strategi tersebut harus dibayar mahal dengan semakin memburuknya kondisi kesehatan masyarakat akibat pandemi Covid-19.	Keempat, angka positive rate nasional masih tinggi, yaitu sekitar 13 persen khusus bulan November. Angka ini masih jauh dari standar WHO yang menyatakan pandemi dapat dikatakan mulai terkendali jika positve rate berada pada level 5 persen ke bawah dalam waktu 2 minggu berturut-turut.	2	False	non-plagiarism	strategi perintah hasil tahan kontraksi strategi bayar mahal buruk kondisi masyarakat akibat covid-19	angka positive rate nasional 13 persen khusus november angka standar who kendali positve rate level 5 persen 2
biology	Kegiatan populer seperti berkebun, memelihara ikan, dan mengumpulkan spesimen sangat tergantung pada keanekaragaman hayati. Jumlah spesies terlibat dalam kegiatan tersebut mencapai puluhan ribu, meskipun sebagian besar tidak diperdagangkan.	Subspesies keempat, B. m	2	False	non-plagiarism	giat populer kebun pelihara ikan kumpul spesimen gantung libat giat capai puluh ribu dagang	subspesies b m
geography	Hambatan tanah terkait dengan kesuburan tanah, hidrologi, dan aerasi tanah. Pola bentang alam tertentu dapat menjadi penghalang persebaran flora dan fauna	Hambatan tanah terkait dengan kesuburan tanah, hidrologi, dan aerasi tanah. Pola bentang alam tertentu dapat menjadi penghalang persebaran flora dan fauna	2	True	literal	hambat tanah kait subur tanah hidrologi aerasi tanah pola bentang alam halang sebar flora fauna	hambat tanah kait subur tanah hidrologi aerasi tanah pola bentang alam halang sebar flora fauna
biology	"""Pada tahun 2016, hipotesis alternatif (""""keanekaragaman hayati fraktal"""") diusulkan untuk menjelaskan gradien lintang keanekaragaman hayati. Dalam studi ini, ukuran kumpulan spesies dan sifat fraktal ekosistem digabungkan untuk memperjelas beberapa pola umum gradien ini. Hipotesis ini mempertimbangkan suhu, kelembaban, dan produksi primer bersih (NPP) sebagai variabel utama ceruk ekosistem dan sebagai poros dari hipervolume ekologis. Dengan cara ini, dimungkinkan untuk membangun hipervolume fraktal, yang dimensi fraktalnya naik menjadi tiga, yang bergerak ke arah khatulistiwa."""	"""Pada tarikh 2016 anggapan alternatif ( """" diversitas hayati fraktal """" ) diusulkan menurut menjelaskan gradien lebar keragaman hayati Dalam belajar ini kadar kumpulan genus serta bawaan fraktal ekosistem digabungkan mendapatkan memperjelas beberapa pola populer gradien ini temperatur ini ditimbang Hipotesis kelembaban beserta produksi vital bersih ( NPP ) jadi elastis transenden ceruk ekosistem dan menjadi poros dari hipervolume ekologis Dengan sistem ini dimungkinkan bagi membangun hipervolume fraktal nan dimensi fraktalnya bertambah v menjelma tiga nan bergerak ke hadap khatulistiwa """	4	True	structural change	2016 hipotesis alternatif fraktal usul gradien lintang studi ukur kumpul sifat fraktal ekosistem gabung pola gradien hipotesis timbang suhu kelembaban produksi primer bersih npp variabel utama ceruk ekosistem poros hipervolume ekologis bangun hipervolume fraktal dimensi fraktalnya gerak arah khatulistiwa	tarikh 2016 anggap alternatif diversitas fraktal usul gradien lebar ragam ajar kadar kumpul genus bawa fraktal ekosistem gabung pola populer gradien temperatur timbang hipotesis kelembaban produksi vital bersih npp elastis transenden ceruk ekosistem poros hipervolume ekologis sistem bangun hipervolume fraktal nan dimensi fraktalnya v jelma nan gerak hadap khatulistiwa
chemistry	Namun, persik mengandung lebih banyak sukrosa (6,66%) daripada fruktosa (0,93%) atau glukosa (1,47%).	Oksigen yang bergabung dengan H+ akan membentuk air. NAD+ dan FAD akan digunakan kembali dalam sistem respirasi, seperti yang telah dijelaskan sebelumnya	1	False	non-plagiarism	persik kandung sukrosa 6 66 fruktosa 0 93 glukosa 1 47	oksigen gabung h bentuk nad fad sistem respirasi
biology	Perubahan iklim telah mengubah waktu ketika kelelawar ekor bebas Brasil (Tadarida brasiliensis) muncul untuk mencari makan menjadi senja hari. Perubahan ini diyakini terkait dengan pengeringan daerah akibat kenaikan suhu. Kemunculan yang lebih awal ini membuat kelelawar menjadi pemangsa yang lebih besar dan meningkatkan persaingan dengan serangga lain yang mencari makan pada waktu senja atau siang hari.	Sebaliknya, sifat-sifat yang menghalangi keberlangsungan hidup dan reproduksi akan menghilang. Darwin menggunakan istilah seleksi alam untuk menjelaskan proses ini.	3	False	non-plagiarism	ubah iklim ubah kelelawar ekor bebas brasil tadarida brasiliensis muncul cari makan senja ubah kait ering daerah akibat suhu muncul kelelawar mangsa tingkat saing serangga cari makan senja siang	sifat halang langsung hidup reproduksi hilang darwin istilah seleksi alam proses
environment	Ia juga menyangkal dengan menyatakan bahwa negara-negara berkembang tidak dibebani dengan persyaratan pengurangan karbon dioksida ini. Protokol Kyoto tidak berpengaruh apabila negara-negara industri yang bertanggung jawab menyumbang 55 persen dari emisi gas rumah kaca pada tahun 1990 tidak meratifikasinya	Banyak hal yang dapat dilakukan untuk meningkatkan kondisi ruangan serta mengurangi penggunaan energi, seperti peningkatan penggunaan cahaya alami.	2	False	non-plagiarism	sangkal kembang beban syarat dioksida protokol kyoto pengaruh industri tanggung sumbang 55 persen emisi gas kaca 1990 ratifikasi	tingkat kondisi ruang tingkat cahaya alami
biology	Keanekaragaman pertanian juga dapat dibagi menjadi keanekaragaman yang 'direncanakan' atau keanekaragaman 'terkait'. Pengelompokan ini merupakan klasifikasi fungsional dan bukan sifat intrinsik kehidupan. Keanekaragaman yang direncanakan misalnya tumbuhan yang didukung, ditanam, atau dibesarkan oleh petani (misalnya tanaman, simbion, dan hewan ternak), yang dapat dibedakan dengan keanekaragaman 'terkait' yang muncul dari tumbuhan tanpa diatur (misalnya herbivora serta spesies gulma dan patogen).	Keragaman pertanian juga dapat dibagi menjadi keanekaragaman 'terencana' atau keanekaragaman 'terkait'. Pengelompokan ini adalah klasifikasi fungsional dan bukan sifat intrinsik kehidupan. Keragaman yang direncanakan adalah misalnya tanaman yang didukung, ditanam, atau dibesarkan oleh petani (mis. Tanaman, simbi, dan ternak), yang dapat dibedakan dengan 'keragaman terkait' yang muncul dari tanaman tanpa diatur (misalnya herbivora dan gulma spesies dan patogen). 	3	True	paraphrase	tani rencana kait kelompok klasifikasi fungsional sifat intrinsik hidup rencana tumbuh dukung tanam tani tanam simbion hewan ternak beda kait muncul tumbuh atur herbivora gulma patogen	ragam tani rencana kait kelompok klasifikasi fungsional sifat intrinsik hidup ragam rencana tanam dukung tanam tani mis tanam simbi ternak beda ragam kait muncul tanam atur herbivora gulma patogen 
technology	Pelayaran uji coba Titanic dimulai pukul 06.00 pada hari Senin, 2 April 1912, dua hari setelah pemasangannya selesai dan delapan hari sebelum meninggalkan Southampton untuk pelayaran perdananya. Ujicoba ini ditunda selama satu hari karena cuaca buruk, namun pada Senin pagi cuaca cerah dan sejuk	Pelayaran percobaan coba Titanic dimulai getok 06 00 atas hari Senin 2 April 1912 dua hari sehabis pemasangannya khatam bersama delapan yaum sebelum meninggalkan Southampton untuk pelayaran perdananya Ujicoba ini ditunda selagi satu musim lantaran keadaan udara kotor akan tetapi pada Senin ki awal iklim benderang maka sejuk	2	True	structural change	layar uji coba 06 00 senin 2 april 1912 pasang selesai delapan tinggal southampton layar perdana ujicoba tunda cuaca buruk senin pagi cuaca cerah sejuk	layar coba coba getok 06 00 senin 2 april 1912 habis pasang khatam delapan yaum tinggal southampton layar perdana ujicoba tunda selagi musim lantar udara kotor senin ki iklim benderang sejuk
chemistry	Namun, banyak pula unsur yang menunjukkan perilaku valensi berganda, atau kecenderungan membagi elektron dengan jumlah yang berbeda pada senyawa yang berbeda. Sehingga, ikatan kimia antara unsur-unsur ini cenderung berupa pembagian elektron daripada transfer elektron	Namun berjibun  pula anasir nan membuktikan sepak terjang valensi berganda alias kecenderungan memaruh partikel bersama kuantitas yang berbeda lega senyawa yang berbeda Sehingga ikatan ilmu pisah antara unsur-unsur ini menjurus berupa pengalokasian elektron dari mengalihkan elektron	2	True	structural change	unsur perilaku valensi ganda cenderung beda senyawa beda ikat kimia unsur cenderung transfer	jibun anasir nan bukti sepak terjang valensi ganda alias cenderung paruh partikel kuantitas beda lega senyawa beda ikat ilmu pisah unsur jurus alokasi alih
environment	Gradasi Lingkungan yang disebabkan oleh pencemaran limbah pada sungai juga berkontribusi pada waterborne diseases dan vector-borne disease. Ditambah pula dengan polusi udara hasil emisi gas-gas pabrik yang tidak terkontrol selanjutnya akan berkontribusi terhadap penyakit-penyakit saluran pernapasan seperti asma, alergi, coccidioidomycosis, penyakit jantung dan paru kronis, dan lain-lain.	Ditambah pula dengan polusi udara hasil emisi gas-gas pabrik yang tidak terkontrol selanjutnya akan berkontribusi terhadap penyakit-penyakit saluran pernapasan seperti asma, alergi, coccidioidomycosis, penyakit jantung dan paru kronis, dan lain-lain.	2	True	partial literal	gradasi lingkung cemar limbah sungai kontribusi waterborne diseases vector-borne disease polusi udara hasil emisi gas pabrik kontrol kontribusi sakit salur napas asma alergi coccidioidomycosis sakit jantung paru kronis	polusi udara hasil emisi gas pabrik kontrol kontribusi sakit salur napas asma alergi coccidioidomycosis sakit jantung paru kronis
biology	Kemampuan beradaptasi yang tidak setara ini dapat menyebabkan perubahan perlahan dalam suatu populasi. Sifat-sifat yang membantu suatu organisme bertahan hidup dan bereproduksi akan berakumulasi dari generasi yang satu ke generasi selanjutnya	Namun, keberlangsungan hidup bergantung pada sifat-sifat tiap individu, dan sifat-sifat ini dapat membantu ataupun menghalangi keberlangsungan hidup dan reproduksi individu. Individu yang beradaptasi dengan baik memiliki kemungkinan yang lebih besar untuk menghasilkan keturunan yang lebih banyak	2	False	non-plagiarism	adaptasi tara ubah perlahan populasi sifat organisme tahan hidup reproduksi akumulasi generasi generasi	langsung hidup gantung sifat individu sifat halang langsung hidup reproduksi individu individu adaptasi milik hasil turun
covid19	Berdasarkan pengolahan data dari Dinas Kesehatan Provinsi Kalimantan Selatan, dalam kurun waktu 9 hari pertama di bulan Maret, penduduk yang terinfeksi Covid-19 di Kota Banjarmasin bertambah sebanyak 532 kasus sehingga total kasus secara kumulatif menjadi 5.981 orang. Dengan tambahan kasus sebanyak 532 penduduk yang terinfeksi, maka Kota Banjarmasin berkontribusi sebesar 34% dari 1.590 kasus baru di tingkat provinsi pada 1-9 Maret 2021 (lihat peta dan grafik di halaman ini).	Parahnya pelonggaran ini terjadi justru di tengah pilkada dan semakin dibukanya kegiatan ekonomi yang memicu mobilitas dan interaksi penduduk. Hal ini sangat berbahaya karena akan menjadi bom waktu ledakan kasus ke depannya. Semoga kita tidak terlambat mencegahnya. [Muttaq.in]	2	False	non-plagiarism	dasar olah data dinas provinsi kalimantan selatan kurun 9 maret infeksi covid-19 kota banjarmasin 532 total kumulatif 5 981 orang 532 infeksi kota banjarmasin kontribusi 34 1 590 tingkat provinsi 1-9 maret 2021 lihat peta grafik halaman	parah longgar pilkada buka giat picu mobilitas interaksi bahaya bom ledak moga lambat cegah muttaq in
health	Fitur asimetris karena genetika biasanya tidak bermasalah dan tidak perlu penanganan medis. Tapi ada kelainan kesehatan karena faktor genetik yang sebaiknya diwaspadai, seperti bibir sumbing.	Fitur asimetris akibat genetika biasanya bukan a problematis bersama kagak perlu penanganan medis Tapi terdapat kelainan kebugaran lantaran aspek genetik nan sebaiknya diwaspadai bak bibir cempeng 	2	True	structural change	fitur asimetris genetika tangan medis faktor genetik waspada bibir sumbing	fitur asimetris akibat genetika a problematis kagak tangan medis bugar lantar aspek genetik nan waspada bak bibir cempeng
environment	Oleh karena itu, hemat energi ac akan memiliki dampak yang lebih besar pada permintaan puncak dibandingkan permintaan rendah. Hemat energi mesin cuci piring, di sisi lain, menggunakan lebih banyak energi saat malam hari ketika orang-orang mencuci piring mereka	Oleh karena itu, AC hemat energi akan memiliki dampak yang lebih besar pada permintaan puncak dibandingkan dengan permintaan rendah. Hemat energi mesin pencuci piring, di sisi lain, menggunakan lebih banyak energi di malam hari ketika orang mencuci piring mereka 	2	True	paraphrase	hemat ac milik dampak puncak banding rendah hemat mesin cuci piring sisi malam orang cuci piring	ac hemat milik dampak puncak banding rendah hemat mesin cuci piring sisi malam orang cuci piring
